confidence_type,participant,bias_source,bias_direction,line_type,label,value
concurrent,S111,baserate,short,short,s2_2,110
concurrent,S112,baserate,long,long,s1_1,116
concurrent,S112,baserate,long,long,s1_2,127
concurrent,S112,baserate,long,long,s2_1,26
concurrent,S112,baserate,long,long,s2_2,1
concurrent,S112,baserate,long,short,s1_1,17
concurrent,S112,baserate,long,short,s1_2,4
concurrent,S112,baserate,long,short,s2_1,34
concurrent,S112,baserate,long,short,s2_2,35
concurrent,S112,baserate,short,long,s1_1,29
concurrent,S112,baserate,short,long,s1_2,45
concurrent,S112,baserate,short,long,s2_1,14
concurrent,S112,baserate,short,long,s2_2,2
concurrent,S112,baserate,short,short,s1_1,19
concurrent,S112,baserate,short,short,s1_2,4
concurrent,S112,baserate,short,short,s2_1,142
concurrent,S112,baserate,short,short,s2_2,105
concurrent,S113,baserate,long,long,s1_1,109
concurrent,S113,baserate,long,long,s1_2,133
concurrent,S113,baserate,long,long,s2_1,25
concurrent,S113,baserate,long,long,s2_2,3
concurrent,S113,baserate,long,short,s1_1,14
concurrent,S113,baserate,long,short,s1_2,0
concurrent,S113,baserate,long,short,s2_1,26
concurrent,S113,baserate,long,short,s2_2,50
concurrent,S113,baserate,short,long,s1_1,12
concurrent,S113,baserate,short,long,s1_2,77
concurrent,S113,baserate,short,long,s2_1,1
concurrent,S113,baserate,short,long,s2_2,0
concurrent,S113,baserate,short,short,s1_1,86
concurrent,S113,baserate,short,short,s1_2,53
concurrent,S113,baserate,short,short,s2_1,71
concurrent,S113,baserate,short,short,s2_2,60
concurrent,S114,baserate,long,long,s1_1,123
concurrent,S114,baserate,long,long,s1_2,147
concurrent,S114,baserate,long,long,s2_1,0
concurrent,S114,baserate,long,long,s2_2,0
concurrent,S114,baserate,long,short,s1_1,40
concurrent,S114,baserate,long,short,s1_2,0
concurrent,S114,baserate,long,short,s2_1,34
concurrent,S114,baserate,long,short,s2_2,16
concurrent,S114,baserate,short,long,s1_1,42
concurrent,S114,baserate,short,long,s1_2,27
concurrent,S114,baserate,short,long,s2_1,21
concurrent,S114,baserate,short,long,s2_2,0
concurrent,S114,baserate,short,short,s1_1,9
concurrent,S114,baserate,short,short,s1_2,0
concurrent,S114,baserate,short,short,s2_1,152
concurrent,S114,baserate,short,short,s2_2,109
concurrent,S115,baserate,long,long,s1_1,162
concurrent,S115,baserate,long,long,s1_2,99
concurrent,S115,baserate,long,long,s2_1,4
concurrent,S115,baserate,long,long,s2_2,5
concurrent,S115,baserate,long,short,s1_1,17
concurrent,S115,baserate,long,short,s1_2,3
concurrent,S115,baserate,long,short,s2_1,28
concurrent,S115,baserate,long,short,s2_2,42
concurrent,S115,baserate,short,long,s1_1,64
concurrent,S115,baserate,short,long,s1_2,16
concurrent,S115,baserate,short,long,s2_1,1
concurrent,S115,baserate,short,long,s2_2,9
concurrent,S115,baserate,short,short,s1_1,36
concurrent,S115,baserate,short,short,s1_2,1
concurrent,S115,baserate,short,short,s2_1,53
concurrent,S115,baserate,short,short,s2_2,180
concurrent,S116,baserate,long,long,s1_1,60
concurrent,S116,baserate,long,long,s1_2,174
concurrent,S116,baserate,long,long,s2_1,18
concurrent,S116,baserate,long,long,s2_2,18
concurrent,S116,baserate,long,short,s1_1,21
concurrent,S116,baserate,long,short,s1_2,5
concurrent,S116,baserate,long,short,s2_1,20
concurrent,S116,baserate,long,short,s2_2,44
concurrent,S116,baserate,short,long,s1_1,19
concurrent,S116,baserate,short,long,s1_2,47
concurrent,S116,baserate,short,long,s2_1,13
concurrent,S116,baserate,short,long,s2_2,11
concurrent,S116,baserate,short,short,s1_1,18
concurrent,S116,baserate,short,short,s1_2,7
concurrent,S116,baserate,short,short,s2_1,60
concurrent,S116,baserate,short,short,s2_2,185
concurrent,S117,baserate,long,long,s1_1,83
concurrent,S117,baserate,long,long,s1_2,146
concurrent,S117,baserate,long,long,s2_1,39
concurrent,S117,baserate,long,long,s2_2,2
concurrent,S117,baserate,long,short,s1_1,38
concurrent,S117,baserate,long,short,s1_2,7
concurrent,S117,baserate,long,short,s2_1,35
concurrent,S117,baserate,long,short,s2_2,10
concurrent,S117,baserate,short,long,s1_1,18
concurrent,S117,baserate,short,long,s1_2,50
concurrent,S117,baserate,short,long,s2_1,19
concurrent,S117,baserate,short,long,s2_2,3
concurrent,S117,baserate,short,short,s1_1,52
concurrent,S117,baserate,short,short,s1_2,27
concurrent,S117,baserate,short,short,s2_1,146
concurrent,S117,baserate,short,short,s2_2,45
concurrent,S118,baserate,long,long,s1_1,141
concurrent,S118,baserate,long,long,s1_2,95
concurrent,S118,baserate,long,long,s2_1,28
concurrent,S118,baserate,long,long,s2_2,6
concurrent,S118,baserate,long,short,s1_1,27
concurrent,S118,baserate,long,short,s1_2,3
concurrent,S118,baserate,long,short,s2_1,29
concurrent,S118,baserate,long,short,s2_2,31
concurrent,S118,baserate,short,long,s1_1,37
concurrent,S118,baserate,short,long,s1_2,19
concurrent,S118,baserate,short,long,s2_1,25
concurrent,S118,baserate,short,long,s2_2,9
concurrent,S118,baserate,short,short,s1_1,29
concurrent,S118,baserate,short,short,s1_2,2
concurrent,S118,baserate,short,short,s2_1,71
concurrent,S118,baserate,short,short,s2_2,168
concurrent,S119,baserate,long,long,s1_1,111
concurrent,S119,baserate,long,long,s1_2,154
concurrent,S119,baserate,long,long,s2_1,4
concurrent,S119,baserate,long,long,s2_2,1
concurrent,S119,baserate,long,short,s1_1,38
concurrent,S119,baserate,long,short,s1_2,1
concurrent,S119,baserate,long,short,s2_1,39
concurrent,S119,baserate,long,short,s2_2,12
concurrent,S119,baserate,short,long,s1_1,34
concurrent,S119,baserate,short,long,s1_2,42
concurrent,S119,baserate,short,long,s2_1,11
concurrent,S119,baserate,short,long,s2_2,3
concurrent,S119,baserate,short,short,s1_1,16
concurrent,S119,baserate,short,short,s1_2,2
concurrent,S119,baserate,short,short,s2_1,119
concurrent,S119,baserate,short,short,s2_2,133
concurrent,S120,baserate,long,long,s1_1,99
concurrent,S120,baserate,long,long,s1_2,145
concurrent,S120,baserate,long,long,s2_1,20
concurrent,S120,baserate,long,long,s2_2,6
concurrent,S120,baserate,long,short,s1_1,17
concurrent,S120,baserate,long,short,s1_2,0
concurrent,S120,baserate,long,short,s2_1,18
concurrent,S120,baserate,long,short,s2_2,55
concurrent,S120,baserate,short,long,s1_1,25
concurrent,S120,baserate,short,long,s1_2,53
concurrent,S120,baserate,short,long,s2_1,7
concurrent,S120,baserate,short,long,s2_2,5
concurrent,S120,baserate,short,short,s1_1,26
concurrent,S120,baserate,short,short,s1_2,8
concurrent,S120,baserate,short,short,s2_1,77
concurrent,S120,baserate,short,short,s2_2,159
concurrent,S121,baserate,long,long,s1_1,83
concurrent,S121,baserate,long,long,s1_2,140
concurrent,S121,baserate,long,long,s2_1,35
concurrent,S121,baserate,long,long,s2_2,12
concurrent,S121,baserate,long,short,s1_1,13
concurrent,S121,baserate,long,short,s1_2,4
concurrent,S121,baserate,long,short,s2_1,40
concurrent,S121,baserate,long,short,s2_2,33
concurrent,S121,baserate,short,long,s1_1,40
concurrent,S121,baserate,short,long,s1_2,10
concurrent,S121,baserate,short,long,s2_1,31
concurrent,S121,baserate,short,long,s2_2,9
concurrent,S121,baserate,short,short,s1_1,18
concurrent,S121,baserate,short,short,s1_2,1
concurrent,S121,baserate,short,short,s2_1,88
concurrent,S121,baserate,short,short,s2_2,163
concurrent,S122,baserate,long,long,s1_1,85
concurrent,S122,baserate,long,long,s1_2,183
concurrent,S122,baserate,long,long,s2_1,2
concurrent,S122,baserate,long,long,s2_2,0
concurrent,S122,baserate,long,short,s1_1,34
concurrent,S122,baserate,long,short,s1_2,4
concurrent,S122,baserate,long,short,s2_1,29
concurrent,S122,baserate,long,short,s2_2,23
concurrent,S122,baserate,short,long,s1_1,37
concurrent,S122,baserate,short,long,s1_2,27
concurrent,S122,baserate,short,long,s2_1,23
concurrent,S122,baserate,short,long,s2_2,3
concurrent,S122,baserate,short,short,s1_1,10
concurrent,S122,baserate,short,short,s1_2,0
concurrent,S122,baserate,short,short,s2_1,122
concurrent,S122,baserate,short,short,s2_2,138
delayed,S123,mullerlyer,long,long,s1_1,33
delayed,S123,mullerlyer,long,long,s1_2,84
delayed,S123,mullerlyer,long,long,s2_1,3
delayed,S123,mullerlyer,long,long,s2_2,0
delayed,S123,mullerlyer,long,short,s1_1,52
delayed,S123,mullerlyer,long,short,s1_2,17
delayed,S123,mullerlyer,long,short,s2_1,41
delayed,S123,mullerlyer,long,short,s2_2,10
delayed,S123,mullerlyer,short,long,s1_1,46
delayed,S123,mullerlyer,short,long,s1_2,21
delayed,S123,mullerlyer,short,long,s2_1,28
delayed,S123,mullerlyer,short,long,s2_2,25
delayed,S123,mullerlyer,short,short,s1_1,4
delayed,S123,mullerlyer,short,short,s1_2,3
delayed,S123,mullerlyer,short,short,s2_1,34
delayed,S123,mullerlyer,short,short,s2_2,79
delayed,S124,payoff,long,long,s1_1,54
delayed,S124,payoff,long,long,s1_2,59
delayed,S124,payoff,long,long,s2_1,6
delayed,S124,payoff,long,long,s2_2,1
delayed,S124,payoff,long,short,s1_1,27
delayed,S124,payoff,long,short,s1_2,0
delayed,S124,payoff,long,short,s2_1,37
delayed,S124,payoff,long,short,s2_2,56
delayed,S124,payoff,short,long,s1_1,25
delayed,S124,payoff,short,long,s1_2,46
delayed,S124,payoff,short,long,s2_1,48
delayed,S124,payoff,short,long,s2_2,1
delayed,S124,payoff,short,short,s1_1,0
delayed,S124,payoff,short,short,s1_2,0
delayed,S124,payoff,short,short,s2_1,47
delayed,S124,payoff,short,short,s2_2,73
delayed,S125,baserate,long,long,s1_1,130
delayed,S125,baserate,long,long,s1_2,116
delayed,S125,baserate,long,long,s2_1,21
delayed,S125,baserate,long,long,s2_2,3
delayed,S125,baserate,long,short,s1_1,9
delayed,S125,baserate,long,short,s1_2,1
delayed,S125,baserate,long,short,s2_1,42
delayed,S125,baserate,long,short,s2_2,38
delayed,S125,baserate,short,long,s1_1,42
delayed,S125,baserate,short,long,s1_2,30
delayed,S125,baserate,short,long,s2_1,17
delayed,S125,baserate,short,long,s2_2,1
delayed,S125,baserate,short,short,s1_1,27
delayed,S125,baserate,short,short,s1_2,6
delayed,S125,baserate,short,short,s2_1,140
delayed,S125,baserate,short,short,s2_2,97
delayed,S126,payoff,long,long,s1_1,83
delayed,S126,payoff,long,long,s1_2,35
delayed,S126,payoff,long,long,s2_1,1
delayed,S126,payoff,long,long,s2_2,1
delayed,S126,payoff,long,short,s1_1,49
delayed,S126,payoff,long,short,s1_2,0
delayed,S126,payoff,long,short,s2_1,18
delayed,S126,payoff,long,short,s2_2,53
delayed,S126,payoff,short,long,s1_1,25
delayed,S126,payoff,short,long,s1_2,15
delayed,S126,payoff,short,long,s2_1,78
delayed,S126,payoff,short,long,s2_2,2
delayed,S126,payoff,short,short,s1_1,0
delayed,S126,payoff,short,short,s1_2,0
delayed,S126,payoff,short,short,s2_1,60
delayed,S126,payoff,short,short,s2_2,60
delayed,S127,baserate,long,long,s1_1,76
delayed,S127,baserate,long,long,s1_2,193
delayed,S127,baserate,long,long,s2_1,1
delayed,S127,baserate,long,long,s2_2,0
delayed,S127,baserate,long,short,s1_1,19
delayed,S127,baserate,long,short,s1_2,2
delayed,S127,baserate,long,short,s2_1,48
delayed,S127,baserate,long,short,s2_2,21
delayed,S127,baserate,short,long,s1_1,17
delayed,S127,baserate,short,long,s1_2,46
delayed,S127,baserate,short,long,s2_1,25
delayed,S127,baserate,short,long,s2_2,2
delayed,S127,baserate,short,short,s1_1,4
delayed,S127,baserate,short,short,s1_2,4
delayed,S127,baserate,short,short,s2_1,99
delayed,S127,baserate,short,short,s2_2,163
delayed,S128,baserate,long,long,s1_1,91
delayed,S128,baserate,long,long,s1_2,122
delayed,S128,baserate,long,long,s2_1,28
delayed,S128,baserate,long,long,s2_2,29
delayed,S128,baserate,long,short,s1_1,25
delayed,S128,baserate,long,short,s1_2,16
delayed,S128,baserate,long,short,s2_1,16
delayed,S128,baserate,long,short,s2_2,33
delayed,S128,baserate,short,long,s1_1,6
delayed,S128,baserate,short,long,s1_2,59
delayed,S128,baserate,short,long,s2_1,21
delayed,S128,baserate,short,long,s2_2,4
delayed,S128,baserate,short,short,s1_1,24
delayed,S128,baserate,short,short,s1_2,32
delayed,S128,baserate,short,short,s2_1,129
delayed,S128,baserate,short,short,s2_2,85
delayed,S129,mullerlyer,long,long,s1_1,37
delayed,S129,mullerlyer,long,long,s1_2,75
delayed,S129,mullerlyer,long,long,s2_1,8
delayed,S129,mullerlyer,long,long,s2_2,0
delayed,S129,mullerlyer,long,short,s1_1,36
delayed,S129,mullerlyer,long,short,s1_2,16
delayed,S129,mullerlyer,long,short,s2_1,58
delayed,S129,mullerlyer,long,short,s2_2,10
delayed,S129,mullerlyer,short,long,s1_1,32
delayed,S129,mullerlyer,short,long,s1_2,52
delayed,S129,mullerlyer,short,long,s2_1,28
delayed,S129,mullerlyer,short,long,s2_2,8
delayed,S129,mullerlyer,short,short,s1_1,13
delayed,S129,mullerlyer,short,short,s1_2,11
delayed,S129,mullerlyer,short,short,s2_1,59
delayed,S129,mullerlyer,short,short,s2_2,37
delayed,S130,payoff,long,long,s1_1,42
delayed,S130,payoff,long,long,s1_2,51
delayed,S130,payoff,long,long,s2_1,18
delayed,S130,payoff,long,long,s2_2,9
delayed,S130,payoff,long,short,s1_1,11
delayed,S130,payoff,long,short,s1_2,0
delayed,S130,payoff,long,short,s2_1,37
delayed,S130,payoff,long,short,s2_2,72
delayed,S130,payoff,short,long,s1_1,35
delayed,S130,payoff,short,long,s1_2,58
delayed,S130,payoff,short,long,s2_1,17
delayed,S130,payoff,short,long,s2_2,10
delayed,S130,payoff,short,short,s1_1,15
delayed,S130,payoff,short,short,s1_2,0
delayed,S130,payoff,short,short,s2_1,24
delayed,S130,payoff,short,short,s2_2,81
delayed,S131,baserate,long,long,s1_1,59
delayed,S131,baserate,long,long,s1_2,167
delayed,S131,baserate,long,long,s2_1,16
delayed,S131,baserate,long,long,s2_2,28
delayed,S131,baserate,long,short,s1_1,9
delayed,S131,baserate,long,short,s1_2,7
delayed,S131,baserate,long,short,s2_1,7
delayed,S131,baserate,long,short,s2_2,67
delayed,S131,baserate,short,long,s1_1,27
delayed,S131,baserate,short,long,s1_2,36
delayed,S131,baserate,short,long,s2_1,13
delayed,S131,baserate,short,long,s2_2,14
delayed,S131,baserate,short,short,s1_1,9
delayed,S131,baserate,short,short,s1_2,9
delayed,S131,baserate,short,short,s2_1,38
delayed,S131,baserate,short,short,s2_2,214
delayed,S132,mullerlyer,long,long,s1_1,34
delayed,S132,mullerlyer,long,long,s1_2,86
delayed,S132,mullerlyer,long,long,s2_1,0
delayed,S132,mullerlyer,long,long,s2_2,0
delayed,S132,mullerlyer,long,short,s1_1,42
delayed,S132,mullerlyer,long,short,s1_2,26
delayed,S132,mullerlyer,long,short,s2_1,37
delayed,S132,mullerlyer,long,short,s2_2,15
delayed,S132,mullerlyer,short,long,s1_1,38
delayed,S132,mullerlyer,short,long,s1_2,66
delayed,S132,mullerlyer,short,long,s2_1,13
delayed,S132,mullerlyer,short,long,s2_2,3
delayed,S132,mullerlyer,short,short,s1_1,21
delayed,S132,mullerlyer,short,short,s1_2,3
delayed,S132,mullerlyer,short,short,s2_1,37
delayed,S132,mullerlyer,short,short,s2_2,59
delayed,S133,payoff,long,long,s1_1,66
delayed,S133,payoff,long,long,s1_2,49
delayed,S133,payoff,long,long,s2_1,5
delayed,S133,payoff,long,long,s2_2,0
delayed,S133,payoff,long,short,s1_1,39
delayed,S133,payoff,long,short,s1_2,2
delayed,S133,payoff,long,short,s2_1,53
delayed,S133,payoff,long,short,s2_2,26
delayed,S133,payoff,short,long,s1_1,38
delayed,S133,payoff,short,long,s1_2,20
delayed,S133,payoff,short,long,s2_1,60
delayed,S133,payoff,short,long,s2_2,2
delayed,S133,payoff,short,short,s1_1,2
delayed,S133,payoff,short,short,s1_2,0
delayed,S133,payoff,short,short,s2_1,61
delayed,S133,payoff,short,short,s2_2,57
delayed,S134,baserate,long,long,s1_1,132
delayed,S134,baserate,long,long,s1_2,121
delayed,S134,baserate,long,long,s2_1,17
delayed,S134,baserate,long,long,s2_2,0
delayed,S134,baserate,long,short,s1_1,20
delayed,S134,baserate,long,short,s1_2,0
delayed,S134,baserate,long,short,s2_1,18
delayed,S134,baserate,long,short,s2_2,52
delayed,S134,baserate,short,long,s1_1,34
delayed,S134,baserate,short,long,s1_2,37
delayed,S134,baserate,short,long,s2_1,19
delayed,S134,baserate,short,long,s2_2,0
delayed,S134,baserate,short,short,s1_1,20
delayed,S134,baserate,short,short,s1_2,0
delayed,S134,baserate,short,short,s2_1,123
delayed,S134,baserate,short,short,s2_2,127
delayed,S135,mullerlyer,long,long,s1_1,32
delayed,S135,mullerlyer,long,long,s1_2,14
delayed,S135,mullerlyer,long,long,s2_1,54
delayed,S135,mullerlyer,long,long,s2_2,20
delayed,S135,mullerlyer,long,short,s1_1,7
delayed,S135,mullerlyer,long,short,s1_2,0
delayed,S135,mullerlyer,long,short,s2_1,44
delayed,S135,mullerlyer,long,short,s2_2,69
delayed,S135,mullerlyer,short,long,s1_1,33
delayed,S135,mullerlyer,short,long,s1_2,2
delayed,S135,mullerlyer,short,long,s2_1,65
delayed,S135,mullerlyer,short,long,s2_2,20
delayed,S135,mullerlyer,short,short,s1_1,3
delayed,S135,mullerlyer,short,short,s1_2,0
delayed,S135,mullerlyer,short,short,s2_1,47
delayed,S135,mullerlyer,short,short,s2_2,70
delayed,S136,payoff,long,long,s1_1,16
delayed,S136,payoff,long,long,s1_2,88
delayed,S136,payoff,long,long,s2_1,15
delayed,S136,payoff,long,long,s2_2,1
delayed,S136,payoff,long,short,s1_1,7
delayed,S136,payoff,long,short,s1_2,11
delayed,S136,payoff,long,short,s2_1,55
delayed,S136,payoff,long,short,s2_2,47
delayed,S136,payoff,short,long,s1_1,31
delayed,S136,payoff,short,long,s1_2,62
delayed,S136,payoff,short,long,s2_1,26
delayed,S136,payoff,short,long,s2_2,1
delayed,S136,payoff,short,short,s1_1,7
delayed,S136,payoff,short,short,s1_2,0
delayed,S136,payoff,short,short,s2_1,57
delayed,S136,payoff,short,short,s2_2,56
delayed,S137,baserate,long,long,s1_1,111
delayed,S137,baserate,long,long,s1_2,153
delayed,S137,baserate,long,long,s2_1,4
delayed,S137,baserate,long,long,s2_2,2
delayed,S137,baserate,long,short,s1_1,42
delayed,S137,baserate,long,short,s1_2,5
delayed,S137,baserate,long,short,s2_1,17
delayed,S137,baserate,long,short,s2_2,26
delayed,S137,baserate,short,long,s1_1,36
delayed,S137,baserate,short,long,s1_2,41
delayed,S137,baserate,short,long,s2_1,10
delayed,S137,baserate,short,long,s2_2,3
delayed,S137,baserate,short,short,s1_1,37
delayed,S137,baserate,short,short,s1_2,4
delayed,S137,baserate,short,short,s2_1,80
delayed,S137,baserate,short,short,s2_2,149
delayed,S138,mullerlyer,long,long,s1_1,45
delayed,S138,mullerlyer,long,long,s1_2,59
delayed,S138,mullerlyer,long,long,s2_1,16
delayed,S138,mullerlyer,long,long,s2_2,0
delayed,S138,mullerlyer,long,short,s1_1,17
delayed,S138,mullerlyer,long,short,s1_2,6
delayed,S138,mullerlyer,long,short,s2_1,44
delayed,S138,mullerlyer,long,short,s2_2,53
delayed,S138,mullerlyer,short,long,s1_1,28
delayed,S138,mullerlyer,short,long,s1_2,74
delayed,S138,mullerlyer,short,long,s2_1,17
delayed,S138,mullerlyer,short,long,s2_2,1
delayed,S138,mullerlyer,short,short,s1_1,15
delayed,S138,mullerlyer,short,short,s1_2,2
delayed,S138,mullerlyer,short,short,s2_1,41
delayed,S138,mullerlyer,short,short,s2_2,62
delayed,S139,baserate,long,long,s1_1,135
delayed,S139,baserate,long,long,s1_2,94
delayed,S139,baserate,long,long,s2_1,36
delayed,S139,baserate,long,long,s2_2,5
delayed,S139,baserate,long,short,s1_1,9
delayed,S139,baserate,long,short,s1_2,0
delayed,S139,baserate,long,short,s2_1,18
delayed,S139,baserate,long,short,s2_2,63
delayed,S139,baserate,short,long,s1_1,31
delayed,S139,baserate,short,long,s1_2,42
delayed,S139,baserate,short,long,s2_1,16
delayed,S139,baserate,short,long,s2_2,1
delayed,S139,baserate,short,short,s1_1,8
delayed,S139,baserate,short,short,s1_2,3
delayed,S139,baserate,short,short,s2_1,140
delayed,S139,baserate,short,short,s2_2,119
delayed,S140,payoff,long,long,s1_1,20
delayed,S140,payoff,long,long,s1_2,100
delayed,S140,payoff,long,long,s2_1,0
delayed,S140,payoff,long,long,s2_2,0
delayed,S140,payoff,long,short,s1_1,30
delayed,S140,payoff,long,short,s1_2,24
delayed,S140,payoff,long,short,s2_1,23
delayed,S140,payoff,long,short,s2_2,43
delayed,S140,payoff,short,long,s1_1,7
delayed,S140,payoff,short,long,s1_2,99
delayed,S140,payoff,short,long,s2_1,5
delayed,S140,payoff,short,long,s2_2,9
delayed,S140,payoff,short,short,s1_1,5
delayed,S140,payoff,short,short,s1_2,25
delayed,S140,payoff,short,short,s2_1,44
delayed,S140,payoff,short,short,s2_2,46
delayed,S141,baserate,long,long,s1_1,102
delayed,S141,baserate,long,long,s1_2,117
delayed,S141,baserate,long,long,s2_1,36
delayed,S141,baserate,long,long,s2_2,15
delayed,S141,baserate,long,short,s1_1,10
delayed,S141,baserate,long,short,s1_2,1
delayed,S141,baserate,long,short,s2_1,22
delayed,S141,baserate,long,short,s2_2,57
delayed,S141,baserate,short,long,s1_1,21
delayed,S141,baserate,short,long,s1_2,43
delayed,S141,baserate,short,long,s2_1,22
delayed,S141,baserate,short,long,s2_2,4
delayed,S141,baserate,short,short,s1_1,11
delayed,S141,baserate,short,short,s1_2,13
delayed,S141,baserate,short,short,s2_1,142
delayed,S141,baserate,short,short,s2_2,104
delayed,S142,mullerlyer,long,long,s1_1,39
delayed,S142,mullerlyer,long,long,s1_2,70
delayed,S142,mullerlyer,long,long,s2_1,11
delayed,S142,mullerlyer,long,long,s2_2,0
delayed,S142,mullerlyer,long,short,s1_1,26
delayed,S142,mullerlyer,long,short,s1_2,3
delayed,S142,mullerlyer,long,short,s2_1,64
delayed,S142,mullerlyer,long,short,s2_2,27
delayed,S142,mullerlyer,short,long,s1_1,66
delayed,S142,mullerlyer,short,long,s1_2,24
delayed,S142,mullerlyer,short,long,s2_1,23
delayed,S142,mullerlyer,short,long,s2_2,7
delayed,S142,mullerlyer,short,short,s1_1,5
delayed,S142,mullerlyer,short,short,s1_2,0
delayed,S142,mullerlyer,short,short,s2_1,32
delayed,S142,mullerlyer,short,short,s2_2,83
delayed,S143,payoff,long,long,s1_1,58
delayed,S143,payoff,long,long,s1_2,59
delayed,S143,payoff,long,long,s2_1,1
delayed,S143,payoff,long,long,s2_2,2
delayed,S143,payoff,long,short,s1_1,44
delayed,S143,payoff,long,short,s1_2,12
delayed,S143,payoff,long,short,s2_1,15
delayed,S143,payoff,long,short,s2_2,49
delayed,S143,payoff,short,long,s1_1,16
delayed,S143,payoff,short,long,s1_2,67
delayed,S143,payoff,short,long,s2_1,35
delayed,S143,payoff,short,long,s2_2,2
delayed,S143,payoff,short,short,s1_1,0
delayed,S143,payoff,short,short,s1_2,7
delayed,S143,payoff,short,short,s2_1,58
delayed,S143,payoff,short,short,s2_2,55
delayed,S144,baserate,long,long,s1_1,12
delayed,S144,baserate,long,long,s1_2,252
delayed,S144,baserate,long,long,s2_1,4
delayed,S144,baserate,long,long,s2_2,2
delayed,S144,baserate,long,short,s1_1,7
delayed,S144,baserate,long,short,s1_2,12
delayed,S144,baserate,long,short,s2_1,17
delayed,S144,baserate,long,short,s2_2,54
delayed,S144,baserate,short,long,s1_1,21
delayed,S144,baserate,short,long,s1_2,61
delayed,S144,baserate,short,long,s2_1,8
delayed,S144,baserate,short,long,s2_2,0
delayed,S144,baserate,short,short,s1_1,15
delayed,S144,baserate,short,short,s1_2,8
delayed,S144,baserate,short,short,s2_1,109
delayed,S144,baserate,short,short,s2_2,138
delayed,S145,mullerlyer,long,long,s1_1,27
delayed,S145,mullerlyer,long,long,s1_2,83
delayed,S145,mullerlyer,long,long,s2_1,9
delayed,S145,mullerlyer,long,long,s2_2,1
delayed,S145,mullerlyer,long,short,s1_1,28
delayed,S145,mullerlyer,long,short,s1_2,18
delayed,S145,mullerlyer,long,short,s2_1,38
delayed,S145,mullerlyer,long,short,s2_2,36
delayed,S145,mullerlyer,short,long,s1_1,32
delayed,S145,mullerlyer,short,long,s1_2,62
delayed,S145,mullerlyer,short,long,s2_1,26
delayed,S145,mullerlyer,short,long,s2_2,0
delayed,S145,mullerlyer,short,short,s1_1,17
delayed,S145,mullerlyer,short,short,s1_2,3
delayed,S145,mullerlyer,short,short,s2_1,54
delayed,S145,mullerlyer,short,short,s2_2,46
delayed,S146,baserate,long,long,s1_1,79
delayed,S146,baserate,long,long,s1_2,173
delayed,S146,baserate,long,long,s2_1,17
delayed,S146,baserate,long,long,s2_2,1
delayed,S146,baserate,long,short,s1_1,16
delayed,S146,baserate,long,short,s1_2,22
delayed,S146,baserate,long,short,s2_1,45
delayed,S146,baserate,long,short,s2_2,7
delayed,S146,baserate,short,long,s1_1,13
delayed,S146,baserate,short,long,s1_2,33
delayed,S146,baserate,short,long,s2_1,29
delayed,S146,baserate,short,long,s2_2,15
delayed,S146,baserate,short,short,s1_1,8
delayed,S146,baserate,short,short,s1_2,16
delayed,S146,baserate,short,short,s2_1,101
delayed,S146,baserate,short,short,s2_2,145
delayed,S147,payoff,long,long,s1_1,52
delayed,S147,payoff,long,long,s1_2,59
delayed,S147,payoff,long,long,s2_1,7
delayed,S147,payoff,long,long,s2_2,2
delayed,S147,payoff,long,short,s1_1,45
delayed,S147,payoff,long,short,s1_2,8
delayed,S147,payoff,long,short,s2_1,25
delayed,S147,payoff,long,short,s2_2,42
delayed,S147,payoff,short,long,s1_1,14
delayed,S147,payoff,short,long,s1_2,67
delayed,S147,payoff,short,long,s2_1,29
delayed,S147,payoff,short,long,s2_2,10
delayed,S147,payoff,short,short,s1_1,8
delayed,S147,payoff,short,short,s1_2,4
delayed,S147,payoff,short,short,s2_1,43
delayed,S147,payoff,short,short,s2_2,65
delayed,S148,mullerlyer,long,long,s1_1,11
delayed,S148,mullerlyer,long,long,s1_2,99
delayed,S148,mullerlyer,long,long,s2_1,9
delayed,S148,mullerlyer,long,long,s2_2,1
delayed,S148,mullerlyer,long,short,s1_1,20
delayed,S148,mullerlyer,long,short,s1_2,13
delayed,S148,mullerlyer,long,short,s2_1,27
delayed,S148,mullerlyer,long,short,s2_2,60
delayed,S148,mullerlyer,short,long,s1_1,17
delayed,S148,mullerlyer,short,long,s1_2,98
delayed,S148,mullerlyer,short,long,s2_1,5
delayed,S148,mullerlyer,short,long,s2_2,0
delayed,S148,mullerlyer,short,short,s1_1,16
delayed,S148,mullerlyer,short,short,s1_2,16
delayed,S148,mullerlyer,short,short,s2_1,36
delayed,S148,mullerlyer,short,short,s2_2,52
delayed,S149,payoff,long,long,s1_1,36
delayed,S149,payoff,long,long,s1_2,83
delayed,S149,payoff,long,long,s2_1,1
delayed,S149,payoff,long,long,s2_2,0
delayed,S149,payoff,long,short,s1_1,55
delayed,S149,payoff,long,short,s1_2,4
delayed,S149,payoff,long,short,s2_1,37
delayed,S149,payoff,long,short,s2_2,24
delayed,S149,payoff,short,long,s1_1,33
delayed,S149,payoff,short,long,s1_2,40
delayed,S149,payoff,short,long,s2_1,41
delayed,S149,payoff,short,long,s2_2,6
delayed,S149,payoff,short,short,s1_1,6
delayed,S149,payoff,short,short,s1_2,0
delayed,S149,payoff,short,short,s2_1,56
delayed,S149,payoff,short,short,s2_2,58
